model,model_label,accession,gene_name,organism,namespace,prompt_id,primary_error,sub_errors,hallucination_rate,n_predicted,n_ground_truth,n_correct,precision,recall,response_text,ground_truth,hallucinated_ids,missed_ids
Qwen/Qwen3-32B,Qwen3 32B,P0AFH2,OPPB,ecoli,biological_process,P1_zeroshot,complete_miss,high_hallucination,0.8,5,1,0,0.0,0.0,"<think>
Okay, let's tackle this query. The user wants the Gene Ontology (GO) Biological Process terms for the OPPB protein in E. coli K12. First, I need to recall what I know about OPPB. From the provided information, it's part of the ABC transporter complexes OppABCDF and MppA-OppBCDF. These are in",GO:0015834|peptidoglycan-associated peptide transport,"['GO:0008304', 'GO:0042546', 'GO:0015842', 'GO:0042223']",['GO:0015834']
Qwen/Qwen3-32B,Qwen3 32B,Q16831,UPP1,human,biological_process,P1_zeroshot,complete_hallucination,high_hallucination,1.0,5,1,0,0.0,0.0,"<think>
Okay, I need to list the Gene Ontology (GO) Biological Process terms for the protein UPP1. Let me start by recalling what UPP1 does. The user mentioned that UPP1 catalyzes the reversible phosphorylytic cleavage of uridine into uracil and ribose-1-phosphate. This process is part of nucleotide",GO:0006218|uridine catabolic process,"['GO:0006001', 'GO:0009164', 'GO:0006142', 'GO:0009154', 'GO:0006012']",['GO:0006218']
Qwen/Qwen3-32B,Qwen3 32B,P0A7I0,RF1,ecoli,cellular_component,P4_cot,complete_miss,,0.0,1,1,0,0.0,0.0,GO:0005840 | ribosome,GO:0005829|cytosol,[],['GO:0005829']
Qwen/Qwen3-32B,Qwen3 32B,J3QK54,FIGL2,mouse,biological_process,P2_constrained,complete_miss,partial_hallucination,0.5,2,4,0,0.0,0.0,"<think>
Okay, let's tackle this query. The user wants me to predict the Gene Ontology Biological Process (GO BI) terms for the protein FIGL2 in Mus musculus. The rules specify to list only experimentally supported functions, format each term as GO:XXXXXXX | term name, and exclude Cellular Component ","GO:0051013|microtubule severing; GO:0048681|negative regulation of axon regeneration; GO:0030336|negative regulation of cell migration; GO:1903690|negative regulation of wound healing, spreading of ep",['GO:0031032'],"['GO:1903690', 'GO:0030336', 'GO:0048681', 'GO:0051013']"
Qwen/Qwen3-32B,Qwen3 32B,P09549,DEDD,ecoli,molecular_function,P4_cot,complete_miss,high_hallucination,0.75,4,2,0,0.0,0.0,"<think>
Okay, let's tackle this step by step. The protein in question is DEDD from E. coli K12. The known function says it's a non-essential cell division protein that might be required for efficient cell constriction. 

First, I need to figure out the primary biochemical activity. The name ""Cell di",GO:0008047|enzyme activator activity; GO:0042834|peptidoglycan binding,"['GO:0022402', 'GO:0000929', 'GO:0005515']","['GO:0042834', 'GO:0008047']"
Qwen/Qwen3-32B,Qwen3 32B,Q4TTN8,APEL,zebrafish,biological_process,P3_fewshot,partial_match_poor,partial_hallucination|low_recall|low_precision,0.182,11,10,1,0.091,0.1,"<think>
Okay, let's tackle this. The user wants me to predict the Gene Ontology Biological Process terms for the protein APEL in zebrafish. First, I need to understand what APEL does based on the provided information.

From the known function, APEL is a peptide hormone that acts as a ligand for the ",GO:0035479|angioblast cell migration from lateral mesoderm to midline; GO:0042074|cell migration involved in gastrulation; GO:0090134|cell migration involved in mesendoderm migration; GO:0061371|deter,"['GO:0071307', 'GO:0007548']","['GO:0001945', 'GO:0061371', 'GO:0008078', 'GO:0035479', 'GO:0002040']"
Qwen/Qwen3-32B,Qwen3 32B,B3G515,GPER1,zebrafish,molecular_function,P3_fewshot,empty_response,no_go_ids_extracted,0.0,0,2,0,0.0,0.0,"<think>
Okay, let's tackle this. The user wants me to predict the Gene Ontology Molecular Function terms for GPER1 in zebrafish. First, I need to recall what GPER1 does. From the given information, it's a G-protein coupled estrogen receptor. So, GPCRs typically have certain molecular functions.

Fir",GO:0038054|G protein-coupled estrogen receptor activity; GO:0005496|steroid binding,[],[]
Qwen/Qwen3-32B,Qwen3 32B,Q08465,YNG1,yeast,biological_process,P3_fewshot,complete_miss,,0.0,2,2,0,0.0,0.0,"<think>
Okay, let's tackle this. The user wants me to predict the Gene Ontology Biological Process terms for the protein YNG1 in Saccharomyces cerevisiae. First, I need to understand what YNG1 does based on the provided information.

The known function says YNG1 is a histone-binding component of the",GO:0006325|chromatin organization; GO:0032968|positive regulation of transcription elongation by RNA polymerase II,[],"['GO:0006325', 'GO:0032968']"
Qwen/Qwen3-32B,Qwen3 32B,Q08956,YIG1,yeast,cellular_component,P3_fewshot,partial_match_good,,0.0,1,2,1,1.0,0.5,"<think>
Okay, let's tackle this. I need to predict the GO Cellular Component terms for the protein YIG1 in Saccharomyces cerevisiae. First, I should recall what YIG1 is known for. The user mentioned it's involved in regulating anaerobiotic glycerol metabolism. So, glycerol metabolism usually relates",GO:0005829|cytosol; GO:0005634|nucleus,[],['GO:0005634']
Qwen/Qwen3-32B,Qwen3 32B,Q8C0L9,GPCP1,mouse,cellular_component,P2_constrained,empty_response,no_go_ids_extracted,0.0,0,1,0,0.0,0.0,"<think>
Okay, let's tackle this query. The user wants me to predict the Gene Ontology Cellular Component (GO CC) terms for the protein GPCP1 in Mus musculus. The rules specify only experimentally supported functions, formatted as GO:XXXXXXX | term name, and only CC terms.

First, I need to recall wh",GO:0005737|cytoplasm,[],[]
Qwen/Qwen3-32B,Qwen3 32B,Q6R6M4,U17L2,human,molecular_function,P1_zeroshot,partial_match_high_recall,partial_hallucination|low_precision,0.333,3,1,1,0.333,1.0,"<think>
Okay, let's tackle this query. The user wants the Gene Ontology (GO) Molecular Function terms for the protein U17L2, also known as USP17. First, I need to recall what GO Molecular Function terms are. They describe the biochemical activities of gene products, like enzyme activity or binding f",GO:0004843|cysteine-type deubiquitinase activity,['GO:0004543'],[]
Qwen/Qwen3-32B,Qwen3 32B,Q7TSI1,PKHM1,mouse,cellular_component,P2_constrained,complete_miss,,0.0,2,0,0,0.0,0.0,"<think>
Okay, let's tackle this query. The user wants me to predict the Gene Ontology Cellular Component (GO CC) terms for the protein PKHM1 in Mus musculus. The key here is to focus only on experimentally supported functions as per the provided information.

First, I'll go through the known functio",,[],[]
Qwen/Qwen3-32B,Qwen3 32B,Q02111,KPCT,mouse,cellular_component,P2_constrained,partial_match_poor,partial_hallucination|low_recall|low_precision,0.25,4,3,1,0.25,0.333,"<think>
Okay, let's tackle this query. The user wants me to predict the Gene Ontology Cellular Component (GO CC) terms for the protein KPCT in Mus musculus. The key here is to focus only on experimentally supported functions and list them in the specified format.

First, I need to parse the provided",GO:0005737|cytoplasm; GO:0001772|immunological synapse; GO:0005886|plasma membrane,['GO:0030106'],"['GO:0005737', 'GO:0001772']"
Qwen/Qwen3-32B,Qwen3 32B,Q155U0,VPS51,zebrafish,biological_process,P2_constrained,complete_miss,partial_hallucination,0.2,5,3,0,0.0,0.0,"<think>
Okay, let's tackle this query. The user wants me to predict the Gene Ontology Biological Process (GO BI) terms for the zebrafish VPS51 protein. First, I need to recall what the known functions are based on the provided information.

The protein is involved in retrograde transport from early ",GO:0007030|Golgi organization; GO:0048193|Golgi vesicle transport; GO:0044241|lipid digestion,['GO:0016199'],"['GO:0048193', 'GO:0007030', 'GO:0044241']"
Qwen/Qwen3-32B,Qwen3 32B,Q8CJ69,BMPER,mouse,molecular_function,P4_cot,complete_miss,high_hallucination,0.6,5,0,0,0.0,0.0,"<think>
Okay, let's tackle this step by step. The protein in question is BMPER, which stands for BMP-binding endothelial regulator. The organism is a mouse, and the known function is that it's an inhibitor of bone morphogenetic protein (BMP) function, possibly regulating BMP responsiveness in osteob",,"['GO:0005130', 'GO:0005019', 'GO:0004872']",[]
Qwen/Qwen3-32B,Qwen3 32B,Q9H0R5,GBP3,human,biological_process,P1_zeroshot,complete_miss,high_hallucination,0.625,8,2,0,0.0,0.0,"<think>
Okay, let's tackle this query. The user wants me to list the Gene Ontology (GO) Biological Process terms for GBP3. First, I need to recall what GBP3 does based on the provided information. The protein is an IFN-inducible GTPase involved in innate immunity against various pathogens. It hydrol",GO:0071347|cellular response to interleukin-1; GO:0071356|cellular response to tumor necrosis factor,"['GO:0002219', 'GO:0002216', 'GO:0002218', 'GO:0045007', 'GO:0002217']","['GO:0071356', 'GO:0071347']"
Qwen/Qwen3-32B,Qwen3 32B,Q14117,DPYS,human,cellular_component,P3_fewshot,complete_miss,,0.0,1,1,0,0.0,0.0,"<think>
Okay, let's see. I need to predict the GO Cellular Component terms for the DPYS protein in Homo sapiens. First, I should recall what DPYS does. The description says it's dihydropyrimidinase, involved in the reductive pyrimidine degradation pathway. The enzyme catalyzes the hydrolytic ring op",GO:0070062|extracellular exosome,[],['GO:0070062']
Qwen/Qwen3-32B,Qwen3 32B,P57102,HAND2,zebrafish,molecular_function,P5_selection,complete_miss,partial_hallucination,0.2,15,0,0,0.0,0.0,"<think>
Okay, let's tackle this question. The user wants me to determine which of the given GO Molecular Function terms apply to the HAND2 protein in zebrafish. The known function of HAND2 is essential for myocardial and pectoral fin differentiation, patterning, and morphogenesis. The reference prov",,"['GO:0004725', 'GO:0003779', 'GO:0005515']",[]
Qwen/Qwen3-32B,Qwen3 32B,Q1LYE3,Z143B,zebrafish,biological_process,P4_cot,complete_miss,partial_hallucination,0.125,8,3,0,0.0,0.0,"<think>
Okay, let's tackle this step by step. The protein in question is Z143B from zebrafish, a zinc finger protein. The user wants to know the appropriate Biological Process GO terms for it.

First, the primary biochemical activity. The description says it's a transcription factor that activates g",GO:0007420|brain development; GO:0045893|positive regulation of DNA-templated transcription; GO:0061035|regulation of cartilage development,['GO:2001231'],"['GO:0045893', 'GO:0007420', 'GO:0061035']"
Qwen/Qwen3-32B,Qwen3 32B,P31667,RPNA,ecoli,cellular_component,P2_constrained,complete_miss,,0.0,1,0,0,0.0,0.0,"<think>
Okay, let's tackle this. The user wants me to predict the Gene Ontology Cellular Component (GO CC) terms for the protein RPNA from E. coli K12. The task specifies only experimentally supported functions, so I need to focus on the information provided in the known function section.

First, I'",,[],[]
Qwen/Qwen3-32B,Qwen3 32B,P25039,EFGM,yeast,cellular_component,P5_selection,partial_match_good,,0.0,1,2,1,1.0,0.5,GO:0005739 |,GO:0005829|cytosol; GO:0005739|mitochondrion,[],['GO:0005829']
Qwen/Qwen3-32B,Qwen3 32B,P0AGE0,SSB,ecoli,molecular_function,P4_cot,partial_match_poor,partial_hallucination|low_recall|low_precision,0.4,5,3,1,0.2,0.333,"<think>
Okay, let's tackle this step by step. The protein in question is SSB from E. coli, which stands for Single-stranded DNA-binding protein. The user wants me to determine the appropriate Molecular Function GO terms for this protein.

First, Step 1: What's the primary biochemical activity? The d",GO:0008047|enzyme activator activity; GO:0042802|identical protein binding; GO:0003697|single-stranded DNA binding,"['GO:0006461', 'GO:0005515']","['GO:0042802', 'GO:0008047']"
Qwen/Qwen3-32B,Qwen3 32B,P13669,MNGR,ecoli,molecular_function,P4_cot,partial_match_high_recall,low_precision,0.0,6,1,1,0.167,1.0,"<think>
Okay, let's tackle this step by step. The protein in question is MNGR from E. coli K12. The user wants me to figure out the appropriate Molecular Function GO terms for it.

First, the primary biochemical activity. The description says it's a repressor that regulates mngA and mngB, and it als",GO:0003700|DNA-binding transcription factor activity,[],[]
Qwen/Qwen3-32B,Qwen3 32B,Q8BJL1,FBX30,mouse,cellular_component,P2_constrained,complete_hallucination,high_hallucination,1.0,2,0,0,0.0,0.0,"<think>
Okay, let's tackle this query. The user wants me to predict the Gene Ontology Cellular Component (GO CC) terms for the protein FBX30 in Mus musculus. The rules specify only experimentally supported functions, formatted as GO:XXXXXXX | term name, and to exclude Biological Process and Molecula",,"['GO:0000926', 'GO:0000927']",[]
Qwen/Qwen3-32B,Qwen3 32B,P0ABQ0,COABC,ecoli,biological_process,P4_cot,complete_hallucination,high_hallucination,1.0,1,1,0,0.0,0.0,GO:0006733 | coenzyme A biosynthetic process,GO:0015937|coenzyme A biosynthetic process,['GO:0006733'],['GO:0015937']
Qwen/Qwen3-32B,Qwen3 32B,Q5VVY1,NTM1B,human,cellular_component,P5_selection,partial_match_high_recall,low_precision,0.0,4,1,1,0.25,1.0,"<think>
Okay, let's see. I need to figure out which GO Cellular Component terms apply to the protein NTM1B. The user provided some information about the protein's function and the candidate terms.

First, I remember that GO terms describe where a protein is located in the cell. The protein in questi",GO:0005634|nucleus,[],[]
Qwen/Qwen3-32B,Qwen3 32B,Q08BI9,MCU,zebrafish,biological_process,P2_constrained,complete_miss,partial_hallucination,0.5,2,6,0,0.0,0.0,"<think>
Okay, let's tackle this query. The user wants me to predict the Gene Ontology Biological Process (GO BI) terms for the MCU protein in zebrafish. First, I need to recall what GO BI terms are. They describe the biological processes in which a gene product is involved. The user specified to lis",GO:0007015|actin filament organization; GO:0036444|calcium import into the mitochondrion; GO:0043009|chordate embryonic development; GO:0060027|convergent extension involved in gastrulation; GO:005156,['GO:0070507'],"['GO:0060027', 'GO:0007015', 'GO:0008016', 'GO:0051560', 'GO:0043009']"
Qwen/Qwen3-32B,Qwen3 32B,Q12242,RUP1,yeast,molecular_function,P1_zeroshot,complete_miss,high_hallucination,0.75,4,0,0,0.0,0.0,"<think>
Okay, let's tackle this query. The user wants the Gene Ontology Molecular Function terms for the RUP1 protein in Saccharomyces cerevisiae. First, I need to recall what RUP1 does. From the given information, it modulates RSP5 HECT ubiquitin-protein ligase activity by mediating the interaction",,"['GO:0000166', 'GO:0032404', 'GO:0032403']",[]
Qwen/Qwen3-32B,Qwen3 32B,Q9Y297,FBW1A,human,biological_process,P5_selection,complete_miss,partial_hallucination,0.2,5,9,0,0.0,0.0,"<think>
Okay, let's tackle this question. The user wants me to determine which of the given GO Biological Process terms apply to the protein FBW1A based on the provided information. 

First, I need to recall what FBW1A does. From the description, it's part of the SCF E3 ubiquitin ligase complex. Thi",GO:0050860|negative regulation of T cell receptor signaling pathway; GO:0038061|non-canonical NF-kappaB signal transduction; GO:0043161|proteasome-mediated ubiquitin-dependent protein catabolic proces,['GO:0007049'],"['GO:0038061', 'GO:0070936', 'GO:0031146', 'GO:0006511', 'GO:0050860']"
Qwen/Qwen3-32B,Qwen3 32B,P53769,CWC24,yeast,molecular_function,P2_constrained,complete_miss,partial_hallucination,0.333,3,0,0,0.0,0.0,"<think>
Okay, let's tackle this query. The user wants me to predict the Gene Ontology Molecular Function (GO MO) terms for the protein CWC24 in Saccharomyces cerevisiae. The known function is involvement in pre-mRNA splicing. 

First, I need to recall what GO Molecular Function terms are. They descr",,['GO:0000543'],[]
Qwen/Qwen3-32B,Qwen3 32B,P07272,PPR1,yeast,molecular_function,P3_fewshot,complete_miss,partial_hallucination,0.5,2,3,0,0.0,0.0,"<think>
Okay, let's tackle this. The user wants me to predict the Gene Ontology Molecular Function terms for the protein PPR1 in Saccharomyces cerevisiae. First, I need to recall what PPR1 does. The known function is that it's a positive regulator of URA1 and URA3 expression. So, it's involved in ge","GO:0000981|DNA-binding transcription factor activity, RNA polymerase II-specific; GO:0043565|sequence-specific DNA binding; GO:0008270|zinc ion binding",['GO:0005515'],"['GO:0043565', 'GO:0008270', 'GO:0000981']"
