"model","accession","gene_name","organism","namespace","prompt_id","llm_sim"
"Llama 3.3 70B","Q9EQR3","KCNN1","mouse","molecular_function","P4_cot",0.064
"Llama 3.3 70B","Q9EQR3","KCNN1","mouse","molecular_function","P5_selection",0.788
"Llama 3.3 70B","Q9EQR3","KCNN1","mouse","cellular_component","P1_zeroshot",0.513
"Llama 3.3 70B","Q9EQR3","KCNN1","mouse","cellular_component","P2_constrained",0.244
"Llama 3.3 70B","Q9EQR3","KCNN1","mouse","cellular_component","P3_fewshot",0.482
"Llama 3.3 70B","Q9EQR3","KCNN1","mouse","cellular_component","P4_cot",0.56
"Llama 3.3 70B","Q9EQR3","KCNN1","mouse","cellular_component","P5_selection",0.921
"Llama 3.3 70B","P10711","TCEA1","mouse","biological_process","P1_zeroshot",0.466
"Llama 3.3 70B","P10711","TCEA1","mouse","biological_process","P2_constrained",0.37
"Llama 3.3 70B","P10711","TCEA1","mouse","biological_process","P3_fewshot",0.386
"Llama 3.3 70B","P10711","TCEA1","mouse","biological_process","P4_cot",0.446
"Llama 3.3 70B","P10711","TCEA1","mouse","biological_process","P5_selection",0.745
"Llama 3.3 70B","P10711","TCEA1","mouse","cellular_component","P1_zeroshot",0.697
"Llama 3.3 70B","P10711","TCEA1","mouse","cellular_component","P2_constrained",0.697
"Llama 3.3 70B","P10711","TCEA1","mouse","cellular_component","P3_fewshot",1
"Llama 3.3 70B","P10711","TCEA1","mouse","cellular_component","P4_cot",0.697
"Llama 3.3 70B","P10711","TCEA1","mouse","cellular_component","P5_selection",1
"Llama 3.3 70B","P62245","RS15A","mouse","molecular_function","P1_zeroshot",1
"Llama 3.3 70B","P62245","RS15A","mouse","molecular_function","P2_constrained",1
"Llama 3.3 70B","P62245","RS15A","mouse","molecular_function","P3_fewshot",1
"Llama 3.3 70B","P62245","RS15A","mouse","molecular_function","P5_selection",0.743
"Llama 3.3 70B","P62245","RS15A","mouse","cellular_component","P1_zeroshot",0.529
"Llama 3.3 70B","P62245","RS15A","mouse","cellular_component","P2_constrained",0.649
"Llama 3.3 70B","P62245","RS15A","mouse","cellular_component","P3_fewshot",0.626
"Llama 3.3 70B","P62245","RS15A","mouse","cellular_component","P4_cot",0.672
"Llama 3.3 70B","P62245","RS15A","mouse","cellular_component","P5_selection",0.563
"Llama 3.3 70B","Q8K1Z6","GPR18","mouse","biological_process","P1_zeroshot",0.284
"Llama 3.3 70B","Q8K1Z6","GPR18","mouse","biological_process","P2_constrained",0.133
"Llama 3.3 70B","Q8K1Z6","GPR18","mouse","biological_process","P3_fewshot",0.165
"Llama 3.3 70B","Q8K1Z6","GPR18","mouse","biological_process","P4_cot",0.22
"Llama 3.3 70B","Q8K1Z6","GPR18","mouse","biological_process","P5_selection",0.143
"Llama 3.3 70B","Q8VBZ3","CLPT1","mouse","molecular_function","P1_zeroshot",0.657
"Llama 3.3 70B","Q8VBZ3","CLPT1","mouse","molecular_function","P2_constrained",0.657
"Llama 3.3 70B","Q8VBZ3","CLPT1","mouse","molecular_function","P3_fewshot",0.387
"Llama 3.3 70B","Q8VBZ3","CLPT1","mouse","molecular_function","P4_cot",0.47
"Llama 3.3 70B","Q8VBZ3","CLPT1","mouse","molecular_function","P5_selection",0.657
"Llama 3.3 70B","Q8VBZ3","CLPT1","mouse","biological_process","P1_zeroshot",0.256
"Llama 3.3 70B","Q8VBZ3","CLPT1","mouse","biological_process","P2_constrained",0.247
"Llama 3.3 70B","Q8VBZ3","CLPT1","mouse","biological_process","P3_fewshot",0.256
"Llama 3.3 70B","Q8VBZ3","CLPT1","mouse","biological_process","P4_cot",0.049
"Llama 3.3 70B","Q8VBZ3","CLPT1","mouse","biological_process","P5_selection",0.206
"Llama 3.3 70B","Q8VBZ3","CLPT1","mouse","cellular_component","P1_zeroshot",0.495
"Llama 3.3 70B","Q8VBZ3","CLPT1","mouse","cellular_component","P2_constrained",0.495
"Llama 3.3 70B","Q8VBZ3","CLPT1","mouse","cellular_component","P3_fewshot",0.495
"Llama 3.3 70B","Q8VBZ3","CLPT1","mouse","cellular_component","P4_cot",0.705
"Llama 3.3 70B","Q8VBZ3","CLPT1","mouse","cellular_component","P5_selection",0.705
"Llama 3.3 70B","Q69ZF7","CNNM4","mouse","molecular_function","P1_zeroshot",0.322
"Llama 3.3 70B","Q69ZF7","CNNM4","mouse","molecular_function","P2_constrained",0.386
"Llama 3.3 70B","Q69ZF7","CNNM4","mouse","molecular_function","P3_fewshot",0.339
"Llama 3.3 70B","Q69ZF7","CNNM4","mouse","molecular_function","P4_cot",0.331
"Llama 3.3 70B","Q69ZF7","CNNM4","mouse","molecular_function","P5_selection",0.072
"Llama 3.3 70B","Q69ZF7","CNNM4","mouse","biological_process","P1_zeroshot",0.231
"Llama 3.3 70B","Q69ZF7","CNNM4","mouse","biological_process","P2_constrained",0.21
"Llama 3.3 70B","Q69ZF7","CNNM4","mouse","biological_process","P3_fewshot",0.222
"Llama 3.3 70B","Q69ZF7","CNNM4","mouse","biological_process","P4_cot",0.174
"Llama 3.3 70B","Q69ZF7","CNNM4","mouse","biological_process","P5_selection",0.27
"Llama 3.3 70B","Q69ZF7","CNNM4","mouse","cellular_component","P1_zeroshot",0.467
"Llama 3.3 70B","Q69ZF7","CNNM4","mouse","cellular_component","P2_constrained",0.743
"Llama 3.3 70B","Q69ZF7","CNNM4","mouse","cellular_component","P3_fewshot",0.64
"Llama 3.3 70B","Q69ZF7","CNNM4","mouse","cellular_component","P4_cot",0.743
"Llama 3.3 70B","Q69ZF7","CNNM4","mouse","cellular_component","P5_selection",0.64
"Llama 3.3 70B","P97299","SFRP2","mouse","molecular_function","P1_zeroshot",0.407
"Llama 3.3 70B","P97299","SFRP2","mouse","molecular_function","P2_constrained",0.356
"Llama 3.3 70B","P97299","SFRP2","mouse","molecular_function","P3_fewshot",0.335
"Llama 3.3 70B","P97299","SFRP2","mouse","molecular_function","P4_cot",0.457
"Llama 3.3 70B","P97299","SFRP2","mouse","molecular_function","P5_selection",0.788
"Llama 3.3 70B","P97299","SFRP2","mouse","biological_process","P1_zeroshot",0.385
"Llama 3.3 70B","P97299","SFRP2","mouse","biological_process","P2_constrained",0.403
"Llama 3.3 70B","P97299","SFRP2","mouse","biological_process","P3_fewshot",0.386
"Llama 3.3 70B","P97299","SFRP2","mouse","biological_process","P4_cot",0.467
"Llama 3.3 70B","P97299","SFRP2","mouse","biological_process","P5_selection",0.3
"Llama 3.3 70B","P97299","SFRP2","mouse","cellular_component","P1_zeroshot",1
"Llama 3.3 70B","P97299","SFRP2","mouse","cellular_component","P2_constrained",1
"Llama 3.3 70B","P97299","SFRP2","mouse","cellular_component","P3_fewshot",1
"Llama 3.3 70B","P97299","SFRP2","mouse","cellular_component","P4_cot",1
"Llama 3.3 70B","P97299","SFRP2","mouse","cellular_component","P5_selection",1
"Llama 3.3 70B","Q80XI4","PI42B","mouse","biological_process","P1_zeroshot",0.564
"Llama 3.3 70B","Q80XI4","PI42B","mouse","biological_process","P2_constrained",0.515
"Llama 3.3 70B","Q80XI4","PI42B","mouse","biological_process","P3_fewshot",0.586
"Llama 3.3 70B","Q80XI4","PI42B","mouse","biological_process","P4_cot",0.587
"Llama 3.3 70B","Q80XI4","PI42B","mouse","biological_process","P5_selection",0.22
"Llama 3.3 70B","P28571","SC6A9","mouse","molecular_function","P1_zeroshot",0.192
"Llama 3.3 70B","P28571","SC6A9","mouse","molecular_function","P2_constrained",0.216
"Llama 3.3 70B","P28571","SC6A9","mouse","molecular_function","P3_fewshot",0.152
"Llama 3.3 70B","P28571","SC6A9","mouse","molecular_function","P4_cot",0.211
"Llama 3.3 70B","P28571","SC6A9","mouse","molecular_function","P5_selection",0.031
"Llama 3.3 70B","P28571","SC6A9","mouse","biological_process","P1_zeroshot",0.336
"Llama 3.3 70B","P28571","SC6A9","mouse","biological_process","P2_constrained",0.345
"Llama 3.3 70B","P28571","SC6A9","mouse","biological_process","P3_fewshot",0.24
"Llama 3.3 70B","P28571","SC6A9","mouse","biological_process","P4_cot",0.374
"Llama 3.3 70B","P28571","SC6A9","mouse","biological_process","P5_selection",0.332
"Llama 3.3 70B","P28571","SC6A9","mouse","cellular_component","P1_zeroshot",0.513
"Llama 3.3 70B","P28571","SC6A9","mouse","cellular_component","P2_constrained",0.457
"Llama 3.3 70B","P28571","SC6A9","mouse","cellular_component","P3_fewshot",0.457
"Llama 3.3 70B","P28571","SC6A9","mouse","cellular_component","P4_cot",1
"Llama 3.3 70B","P28571","SC6A9","mouse","cellular_component","P5_selection",1
"Llama 3.3 70B","Q8CCI5","RYBP","mouse","molecular_function","P1_zeroshot",0.301
"Llama 3.3 70B","Q8CCI5","RYBP","mouse","molecular_function","P2_constrained",0.25
"Llama 3.3 70B","Q8CCI5","RYBP","mouse","molecular_function","P3_fewshot",0.5
"Llama 3.3 70B","Q8CCI5","RYBP","mouse","molecular_function","P4_cot",0.225
"Llama 3.3 70B","Q8CCI5","RYBP","mouse","molecular_function","P5_selection",0.62
"Llama 3.3 70B","Q8CCI5","RYBP","mouse","biological_process","P1_zeroshot",0.773
"Llama 3.3 70B","Q8CCI5","RYBP","mouse","biological_process","P2_constrained",1
"Llama 3.3 70B","Q8CCI5","RYBP","mouse","biological_process","P3_fewshot",0.808
"Llama 3.3 70B","Q8CCI5","RYBP","mouse","biological_process","P4_cot",1
"Llama 3.3 70B","Q8CCI5","RYBP","mouse","biological_process","P5_selection",0.781
"Llama 3.3 70B","Q8CCI5","RYBP","mouse","cellular_component","P1_zeroshot",0.167
"Llama 3.3 70B","Q8CCI5","RYBP","mouse","cellular_component","P2_constrained",0.466
"Llama 3.3 70B","Q8CCI5","RYBP","mouse","cellular_component","P3_fewshot",0.461
"Llama 3.3 70B","Q8CCI5","RYBP","mouse","cellular_component","P4_cot",0.605
"Llama 3.3 70B","Q8CCI5","RYBP","mouse","cellular_component","P5_selection",0.814
"Llama 3.3 70B","Q9D8Y1","T126A","mouse","biological_process","P1_zeroshot",0.244
"Llama 3.3 70B","Q9D8Y1","T126A","mouse","biological_process","P2_constrained",0.244
"Llama 3.3 70B","Q9D8Y1","T126A","mouse","biological_process","P3_fewshot",0.244
"Llama 3.3 70B","Q9D8Y1","T126A","mouse","biological_process","P4_cot",0.244
"Llama 3.3 70B","Q9D8Y1","T126A","mouse","biological_process","P5_selection",0.115
"Llama 3.3 70B","Q9D8Y1","T126A","mouse","cellular_component","P1_zeroshot",0.537
"Llama 3.3 70B","Q9D8Y1","T126A","mouse","cellular_component","P2_constrained",0.577
"Llama 3.3 70B","Q9D8Y1","T126A","mouse","cellular_component","P3_fewshot",0.792
"Llama 3.3 70B","Q9D8Y1","T126A","mouse","cellular_component","P4_cot",0.744
"Llama 3.3 70B","Q9D8Y1","T126A","mouse","cellular_component","P5_selection",0.843
"Llama 3.3 70B","Q8CJ69","BMPER","mouse","biological_process","P1_zeroshot",0.391
"Llama 3.3 70B","Q8CJ69","BMPER","mouse","biological_process","P2_constrained",0.332
"Llama 3.3 70B","Q8CJ69","BMPER","mouse","biological_process","P3_fewshot",0.343
"Llama 3.3 70B","Q8CJ69","BMPER","mouse","biological_process","P4_cot",0.438
"Llama 3.3 70B","Q8CJ69","BMPER","mouse","biological_process","P5_selection",0.307
"Llama 3.3 70B","Q8CJ69","BMPER","mouse","cellular_component","P1_zeroshot",0.591
"Llama 3.3 70B","Q8CJ69","BMPER","mouse","cellular_component","P2_constrained",0.621
"Llama 3.3 70B","Q8CJ69","BMPER","mouse","cellular_component","P3_fewshot",0.857
"Llama 3.3 70B","Q8CJ69","BMPER","mouse","cellular_component","P4_cot",0.857
"Llama 3.3 70B","Q8CJ69","BMPER","mouse","cellular_component","P5_selection",0.697
"Llama 3.3 70B","P01027","CO3","mouse","biological_process","P1_zeroshot",0.378
"Llama 3.3 70B","P01027","CO3","mouse","biological_process","P2_constrained",0.403
"Llama 3.3 70B","P01027","CO3","mouse","biological_process","P3_fewshot",0.351
"Llama 3.3 70B","P01027","CO3","mouse","biological_process","P4_cot",0.382
"Llama 3.3 70B","P01027","CO3","mouse","biological_process","P5_selection",0.203
"Llama 3.3 70B","P01027","CO3","mouse","cellular_component","P1_zeroshot",0.758
"Llama 3.3 70B","P01027","CO3","mouse","cellular_component","P2_constrained",0.711
"Llama 3.3 70B","P01027","CO3","mouse","cellular_component","P3_fewshot",0.682
"Llama 3.3 70B","P01027","CO3","mouse","cellular_component","P4_cot",0.65
"Llama 3.3 70B","P01027","CO3","mouse","cellular_component","P5_selection",0.508
"Llama 3.3 70B","Q8VHC5","CABP4","mouse","biological_process","P1_zeroshot",0.141
"Llama 3.3 70B","Q8VHC5","CABP4","mouse","biological_process","P2_constrained",0.14
"Llama 3.3 70B","Q8VHC5","CABP4","mouse","biological_process","P3_fewshot",0.132
"Llama 3.3 70B","Q8VHC5","CABP4","mouse","biological_process","P4_cot",0.071
"Llama 3.3 70B","Q8VHC5","CABP4","mouse","biological_process","P5_selection",0.294
"Llama 3.3 70B","Q6PDX6","RN220","mouse","molecular_function","P1_zeroshot",0.518
"Llama 3.3 70B","Q6PDX6","RN220","mouse","molecular_function","P2_constrained",0.61
"Llama 3.3 70B","Q6PDX6","RN220","mouse","molecular_function","P3_fewshot",0.517
"Llama 3.3 70B","Q6PDX6","RN220","mouse","molecular_function","P4_cot",0.508
"Llama 3.3 70B","Q6PDX6","RN220","mouse","molecular_function","P5_selection",0.081
"Llama 3.3 70B","Q6PDX6","RN220","mouse","biological_process","P1_zeroshot",0.416
"Llama 3.3 70B","Q6PDX6","RN220","mouse","biological_process","P2_constrained",0.385
"Llama 3.3 70B","Q6PDX6","RN220","mouse","biological_process","P3_fewshot",0.363
"Llama 3.3 70B","Q6PDX6","RN220","mouse","biological_process","P4_cot",0.471
"Llama 3.3 70B","Q6PDX6","RN220","mouse","biological_process","P5_selection",0.183
"Llama 3.3 70B","Q6PDX6","RN220","mouse","cellular_component","P1_zeroshot",0.392
"Llama 3.3 70B","Q6PDX6","RN220","mouse","cellular_component","P2_constrained",0.555
"Llama 3.3 70B","Q6PDX6","RN220","mouse","cellular_component","P3_fewshot",0.482
"Llama 3.3 70B","Q6PDX6","RN220","mouse","cellular_component","P4_cot",0.473
"Llama 3.3 70B","Q6PDX6","RN220","mouse","cellular_component","P5_selection",0.367
"Llama 3.3 70B","P10601","PAHO","mouse","molecular_function","P1_zeroshot",0.812
"Llama 3.3 70B","P10601","PAHO","mouse","molecular_function","P2_constrained",0.401
"Llama 3.3 70B","P10601","PAHO","mouse","molecular_function","P3_fewshot",0.657
"Llama 3.3 70B","P10601","PAHO","mouse","molecular_function","P4_cot",0.812
"Llama 3.3 70B","P10601","PAHO","mouse","molecular_function","P5_selection",0.657
"Llama 3.3 70B","P10601","PAHO","mouse","cellular_component","P1_zeroshot",0.387
"Llama 3.3 70B","P10601","PAHO","mouse","cellular_component","P2_constrained",0.526
"Llama 3.3 70B","P10601","PAHO","mouse","cellular_component","P3_fewshot",0.735
"Llama 3.3 70B","P10601","PAHO","mouse","cellular_component","P4_cot",0.43
"Llama 3.3 70B","P10601","PAHO","mouse","cellular_component","P5_selection",0.751
"Llama 3.3 70B","O54833","CSK22","mouse","molecular_function","P1_zeroshot",0.474
"Llama 3.3 70B","O54833","CSK22","mouse","molecular_function","P2_constrained",0.324
"Llama 3.3 70B","O54833","CSK22","mouse","molecular_function","P3_fewshot",0.41
"Llama 3.3 70B","O54833","CSK22","mouse","molecular_function","P4_cot",0.573
"Llama 3.3 70B","O54833","CSK22","mouse","molecular_function","P5_selection",0.391
"Llama 3.3 70B","O54833","CSK22","mouse","biological_process","P1_zeroshot",0.216
"Llama 3.3 70B","O54833","CSK22","mouse","biological_process","P2_constrained",0.272
"Llama 3.3 70B","O54833","CSK22","mouse","biological_process","P3_fewshot",0.263
"Llama 3.3 70B","O54833","CSK22","mouse","biological_process","P4_cot",0.25
"Llama 3.3 70B","O54833","CSK22","mouse","biological_process","P5_selection",0.284
"Llama 3.3 70B","P46099","KLF1","mouse","molecular_function","P1_zeroshot",0.648
"Llama 3.3 70B","P46099","KLF1","mouse","molecular_function","P2_constrained",0.621
"Llama 3.3 70B","P46099","KLF1","mouse","molecular_function","P3_fewshot",0.617
"Llama 3.3 70B","P46099","KLF1","mouse","molecular_function","P4_cot",0.609
"Llama 3.3 70B","P46099","KLF1","mouse","molecular_function","P5_selection",0.813
"Llama 3.3 70B","P46099","KLF1","mouse","biological_process","P1_zeroshot",0.597
"Llama 3.3 70B","P46099","KLF1","mouse","biological_process","P2_constrained",0.654
"Llama 3.3 70B","P46099","KLF1","mouse","biological_process","P3_fewshot",0.608
"Llama 3.3 70B","P46099","KLF1","mouse","biological_process","P4_cot",0.685
"Llama 3.3 70B","P46099","KLF1","mouse","biological_process","P5_selection",0.389
"Llama 3.3 70B","Q9JHC0","GPX2","mouse","molecular_function","P1_zeroshot",1
"Llama 3.3 70B","Q9JHC0","GPX2","mouse","molecular_function","P2_constrained",1
"Llama 3.3 70B","Q9JHC0","GPX2","mouse","molecular_function","P3_fewshot",1
"Llama 3.3 70B","Q9JHC0","GPX2","mouse","molecular_function","P4_cot",1
"Llama 3.3 70B","Q9JHC0","GPX2","mouse","biological_process","P1_zeroshot",0.153
"Llama 3.3 70B","Q9JHC0","GPX2","mouse","biological_process","P2_constrained",0.142
"Llama 3.3 70B","Q9JHC0","GPX2","mouse","biological_process","P3_fewshot",0.134
"Llama 3.3 70B","Q9JHC0","GPX2","mouse","biological_process","P4_cot",0.115
"Llama 3.3 70B","Q9JHC0","GPX2","mouse","biological_process","P5_selection",0.185
"Llama 3.3 70B","P35803","GPM6B","mouse","biological_process","P1_zeroshot",0.084
"Llama 3.3 70B","P35803","GPM6B","mouse","biological_process","P2_constrained",0.072
"Llama 3.3 70B","P35803","GPM6B","mouse","biological_process","P3_fewshot",0.048
"Llama 3.3 70B","P35803","GPM6B","mouse","biological_process","P4_cot",0.1
"Llama 3.3 70B","P35803","GPM6B","mouse","biological_process","P5_selection",0.236
"Llama 3.3 70B","P35803","GPM6B","mouse","cellular_component","P1_zeroshot",0.39
"Llama 3.3 70B","P35803","GPM6B","mouse","cellular_component","P2_constrained",0.376
"Llama 3.3 70B","P35803","GPM6B","mouse","cellular_component","P3_fewshot",0.394
"Llama 3.3 70B","P35803","GPM6B","mouse","cellular_component","P4_cot",0.561
"Llama 3.3 70B","P35803","GPM6B","mouse","cellular_component","P5_selection",0.704
"Llama 3.3 70B","Q6P926","SPA24","mouse","molecular_function","P1_zeroshot",0.568
"Llama 3.3 70B","Q6P926","SPA24","mouse","molecular_function","P2_constrained",0.584
"Llama 3.3 70B","Q6P926","SPA24","mouse","molecular_function","P3_fewshot",0.67
"Llama 3.3 70B","Q6P926","SPA24","mouse","molecular_function","P4_cot",0.559
"Llama 3.3 70B","Q6P926","SPA24","mouse","molecular_function","P5_selection",0.894
"Llama 3.3 70B","Q6P926","SPA24","mouse","cellular_component","P1_zeroshot",0.92
"Llama 3.3 70B","Q6P926","SPA24","mouse","cellular_component","P2_constrained",0.83
"Llama 3.3 70B","Q6P926","SPA24","mouse","cellular_component","P3_fewshot",0.867
"Llama 3.3 70B","Q6P926","SPA24","mouse","cellular_component","P4_cot",1
"Llama 3.3 70B","Q6P926","SPA24","mouse","cellular_component","P5_selection",0.924
"Llama 3.3 70B","Q5FW85","ECM2","mouse","molecular_function","P1_zeroshot",0.411
"Llama 3.3 70B","Q5FW85","ECM2","mouse","molecular_function","P2_constrained",0.542
"Llama 3.3 70B","Q5FW85","ECM2","mouse","molecular_function","P3_fewshot",0.333
"Llama 3.3 70B","Q5FW85","ECM2","mouse","molecular_function","P4_cot",0.462
"Llama 3.3 70B","Q5FW85","ECM2","mouse","molecular_function","P5_selection",0.345
"Llama 3.3 70B","Q5FW85","ECM2","mouse","biological_process","P1_zeroshot",0.538
"Llama 3.3 70B","Q5FW85","ECM2","mouse","biological_process","P2_constrained",0.576
"Llama 3.3 70B","Q5FW85","ECM2","mouse","biological_process","P3_fewshot",0.545
"Llama 3.3 70B","Q5FW85","ECM2","mouse","biological_process","P4_cot",0.491
"Llama 3.3 70B","Q5FW85","ECM2","mouse","biological_process","P5_selection",0.248
"Llama 3.3 70B","Q5FW85","ECM2","mouse","cellular_component","P1_zeroshot",0.614
"Llama 3.3 70B","Q5FW85","ECM2","mouse","cellular_component","P2_constrained",0.189
"Llama 3.3 70B","Q5FW85","ECM2","mouse","cellular_component","P3_fewshot",0.53
"Llama 3.3 70B","Q5FW85","ECM2","mouse","cellular_component","P4_cot",0.466
"Llama 3.3 70B","Q5FW85","ECM2","mouse","cellular_component","P5_selection",0.361
"Llama 3.3 70B","Q8K352","SASH3","mouse","biological_process","P1_zeroshot",0.326
"Llama 3.3 70B","Q8K352","SASH3","mouse","biological_process","P2_constrained",0.335
